Reporter,Partner,Flow,Value,Unit,FlowYear,FlowSourceUrl,FlowSource,FlowSourceRate,Balance,ReporterIso,PartnerIso,BalanceSourceUrl,BalanceSource,GDP,flowRank
China,Hong Kong,Export,"334,291",USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,270900,CHN,HKG,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,11007721,2
China,Japan,Export,"135,897",USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,270900,CHN,JPN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,11007721,3
China,South Korea,Export,"101,475",USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,270900,CHN,KOR,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,11007721,4
China,Germany,Export,"69,217",USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,270900,CHN,DEU,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,11007721,5
China,South Korea,Import,"174,564",USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,270900,CHN,KOR,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,11007721,1
China,United States,Import,"150,544",USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,270900,CHN,USA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,11007721,2
China,Taiwan,Import,"144,981",USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,270900,CHN,TWN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,11007721,3
China,Japan,Import,"143,093",USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,270900,CHN,JPN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,11007721,4
China,Germany,Import,"87,689",USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,270900,CHN,DEU,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,11007721,5
Colombia,United States,Export,"10,053",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/col,World Integrated Trade Solution,,-14310,COL,USA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,292080,1
Colombia,Panama,Export,"2,394",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/col,World Integrated Trade Solution,,-14310,COL,PAN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,292080,2
Colombia,China,Export,"2,264",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/col,World Integrated Trade Solution,,-14310,COL,CHN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,292080,3
Colombia,Spain,Export,"1,581",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/col,World Integrated Trade Solution,,-14310,COL,ESP,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,292080,4
Colombia,Netherlands,Export,"1,490",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/col,World Integrated Trade Solution,,-14310,COL,NLD,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,292080,5
Colombia,United States,Import,"15,583",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/col,World Integrated Trade Solution,,-14310,COL,USA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,292080,1
Colombia,China,Import,"10,032",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/col,World Integrated Trade Solution,,-14310,COL,CHN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,292080,2
Colombia,Mexico,Import,"3,853",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/col,World Integrated Trade Solution,,-14310,COL,MEX,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,292080,3
Colombia,Germany,Import,"2,267",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/col,World Integrated Trade Solution,,-14310,COL,DEU,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,292080,4
Colombia,Brazil,Import,"2,084",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/col,World Integrated Trade Solution,,-14310,COL,BRA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,292080,5
Comoros,France,Export,3,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/com,World Integrated Trade Solution,,-56,COM,FRA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,1
Comoros,Singapore,Export,1,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/com,World Integrated Trade Solution,,-56,COM,SGP,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,2
Comoros,Netherlands,Export,1,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/com,World Integrated Trade Solution,,-56,COM,NLD,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,3
Comoros,Germany,Export,1,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/com,World Integrated Trade Solution,,-56,COM,DEU,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,4
Comoros,Pakistan,Export,1,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/com,World Integrated Trade Solution,,-56,COM,PAK,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,5
Comoros,France,Import,25,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/com,World Integrated Trade Solution,,-56,COM,FRA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,1
Comoros,United Arab Emirates,Import,24,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/com,World Integrated Trade Solution,,-56,COM,ARE,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,2
Comoros,Madagascar,Import,15,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/com,World Integrated Trade Solution,,-56,COM,MDG,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,3
Comoros,China,Import,10,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/com,World Integrated Trade Solution,,-56,COM,CHN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,4
Comoros,Pakistan,Import,10,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/com,World Integrated Trade Solution,,-56,COM,PAK,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,5
"Congo, Democratic Republic of the",China,Export,"2,665",USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,-308,COD,CHN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,1
"Congo, Democratic Republic of the",Zambia,Export,947,USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,-308,COD,ZMB,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,2
"Congo, Democratic Republic of the",Saudi Arabia,Export,603,USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,-308,COD,SAU,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,3
"Congo, Democratic Republic of the",South Korea,Export,302,USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,-308,COD,KOR,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,4
"Congo, Democratic Republic of the",Belgium,Export,291,USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,-308,COD,BEL,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,5
"Congo, Democratic Republic of the",China,Import,"1,410",USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,-308,COD,CHN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,1
"Congo, Democratic Republic of the",South Africa,Import,893,USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,-308,COD,ZAF,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,2
"Congo, Democratic Republic of the",Zambia,Import,523,USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,-308,COD,ZMB,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,3
"Congo, Democratic Republic of the",Belgium,Import,476,USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,-308,COD,BEL,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,4
"Congo, Democratic Republic of the",India,Import,323,USD (million),2015,http://www.trademap.org/tradestat/Country_SelProductCountry_TS.aspx,International Trade Centre,,-308,COD,IND,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,5
"Congo, Republic of the",China,Export,"2,288",USD (million),2014,http://wits.worldbank.org/Countrysnapshot/en/cog,World Integrated Trade Solution,,-728,COG,CHN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,1
"Congo, Republic of the",Australia,Export,592,USD (million),2014,http://wits.worldbank.org/Countrysnapshot/en/cog,World Integrated Trade Solution,,-728,COG,AUS,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,2
"Congo, Republic of the",Gabon,Export,543,USD (million),2014,http://wits.worldbank.org/Countrysnapshot/en/cog,World Integrated Trade Solution,,-728,COG,GAB,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,3
"Congo, Republic of the",Heard Island and McDonald Islands,Export,432,USD (million),2014,http://wits.worldbank.org/Countrysnapshot/en/cog,World Integrated Trade Solution,,-728,COG,HMD,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,4
"Congo, Republic of the",Singapore,Export,396,USD (million),2014,http://wits.worldbank.org/Countrysnapshot/en/cog,World Integrated Trade Solution,,-728,COG,SGP,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,5
"Congo, Republic of the",France,Import,576,USD (million),2014,http://wits.worldbank.org/Countrysnapshot/en/cog,World Integrated Trade Solution,,-728,COG,FRA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,1
"Congo, Republic of the",China,Import,514,USD (million),2014,http://wits.worldbank.org/Countrysnapshot/en/cog,World Integrated Trade Solution,,-728,COG,CHN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,2
"Congo, Republic of the",Belgium,Import,453,USD (million),2014,http://wits.worldbank.org/Countrysnapshot/en/cog,World Integrated Trade Solution,,-728,COG,BEL,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,3
"Congo, Republic of the",Italy,Import,212,USD (million),2014,http://wits.worldbank.org/Countrysnapshot/en/cog,World Integrated Trade Solution,,-728,COG,ITA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,4
"Congo, Republic of the",United States,Import,170,USD (million),2014,http://wits.worldbank.org/Countrysnapshot/en/cog,World Integrated Trade Solution,,-728,COG,USA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,5
Costa Rica,United States,Export,"3,904",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cri,World Integrated Trade Solution,,-2570,CRI,USA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,54137,1
Costa Rica,Panama,Export,559,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cri,World Integrated Trade Solution,,-2570,CRI,PAN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,54137,2
Costa Rica,Guatemala,Export,524,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cri,World Integrated Trade Solution,,-2570,CRI,GTM,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,54137,3
Costa Rica,Nicaragua,Export,523,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cri,World Integrated Trade Solution,,-2570,CRI,NIC,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,54137,4
Costa Rica,Netherlands,Export,440,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cri,World Integrated Trade Solution,,-2570,CRI,NLD,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,54137,5
Costa Rica,United States,Import,"6,164",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cri,World Integrated Trade Solution,,-2570,CRI,USA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,54137,1
Costa Rica,China,Import,"1,948",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cri,World Integrated Trade Solution,,-2570,CRI,CHN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,54137,2
Costa Rica,Mexico,Import,"1,153",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cri,World Integrated Trade Solution,,-2570,CRI,MEX,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,54137,3
Costa Rica,Japan,Import,419,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cri,World Integrated Trade Solution,,-2570,CRI,JPN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,54137,4
Costa Rica,Guatemala,Import,399,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cri,World Integrated Trade Solution,,-2570,CRI,GTM,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,54137,5
Cote d'Ivoire,Netherlands,Export,"1,428",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/civ,World Integrated Trade Solution,,-609,CIV,NLD,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,1
Cote d'Ivoire,United States,Export,962,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/civ,World Integrated Trade Solution,,-609,CIV,USA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,2
Cote d'Ivoire,Belgium,Export,775,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/civ,World Integrated Trade Solution,,-609,CIV,BEL,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,3
Cote d'Ivoire,France,Export,762,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/civ,World Integrated Trade Solution,,-609,CIV,FRA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,4
Cote d'Ivoire,Germany,Export,721,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/civ,World Integrated Trade Solution,,-609,CIV,DEU,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,5
Cote d'Ivoire,Nigeria,Import,"1,444",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/civ,World Integrated Trade Solution,,-609,CIV,NGA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,1
Cote d'Ivoire,France,Import,"1,312",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/civ,World Integrated Trade Solution,,-609,CIV,FRA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,2
Cote d'Ivoire,China,Import,"1,114",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/civ,World Integrated Trade Solution,,-609,CIV,CHN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,3
Cote d'Ivoire,United States,Import,417,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/civ,World Integrated Trade Solution,,-609,CIV,USA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,4
Cote d'Ivoire,Italy,Import,379,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/civ,World Integrated Trade Solution,,-609,CIV,ITA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,#N/A,5
Croatia,Italy,Export,"1,717",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/hrv,World Integrated Trade Solution,,1514,HRV,ITA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,48732,1
Croatia,Slovenia,Export,"1,576",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/hrv,World Integrated Trade Solution,,1514,HRV,SVN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,48732,2
Croatia,Germany,Export,"1,453",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/hrv,World Integrated Trade Solution,,1514,HRV,DEU,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,48732,3
Croatia,Bosnia and Herzegovina,Export,"1,249",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/hrv,World Integrated Trade Solution,,1514,HRV,BIH,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,48732,4
Croatia,Austria,Export,841,USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/hrv,World Integrated Trade Solution,,1514,HRV,AUT,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,48732,5
Croatia,Germany,Import,"3,196",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/hrv,World Integrated Trade Solution,,1514,HRV,DEU,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,48732,1
Croatia,Italy,Import,"2,708",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/hrv,World Integrated Trade Solution,,1514,HRV,ITA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,48732,2
Croatia,Slovenia,Import,"2,195",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/hrv,World Integrated Trade Solution,,1514,HRV,SVN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,48732,3
Croatia,Austria,Import,"1,882",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/hrv,World Integrated Trade Solution,,1514,HRV,AUT,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,48732,4
Croatia,Hungary,Import,"1,596",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/hrv,World Integrated Trade Solution,,1514,HRV,HUN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,48732,5
Cuba,China,Export,315,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/export/cub/show/all/2014/,The Observatory of Economic Complexity,,-145.7,CUB,CHN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,77150,1
Cuba,Netherlands,Export,158,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/export/cub/show/all/2014/,The Observatory of Economic Complexity,,-145.7,CUB,NLD,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,77150,2
Cuba,Spain,Export,142,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/export/cub/show/all/2014/,The Observatory of Economic Complexity,,-145.7,CUB,ESP,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,77150,3
Cuba,Senegal,Export,93,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/export/cub/show/all/2014/,The Observatory of Economic Complexity,,-145.7,CUB,SEN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,77150,4
Cuba,United Kingdom,Export,68,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/export/cub/show/all/2014/,The Observatory of Economic Complexity,,-145.7,CUB,GBR,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,77150,5
Cuba,China,Import,"1,050",USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/import/cub/show/all/2014/,The Observatory of Economic Complexity,,-145.7,CUB,CHN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,77150,1
Cuba,Spain,Import,921,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/import/cub/show/all/2014/,The Observatory of Economic Complexity,,-145.7,CUB,ESP,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,77150,2
Cuba,Brazil,Import,508,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/import/cub/show/all/2014/,The Observatory of Economic Complexity,,-145.7,CUB,BRA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,77150,3
Cuba,Canada,Import,387,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/import/cub/show/all/2014/,The Observatory of Economic Complexity,,-145.7,CUB,CAN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,77150,4
Cuba,Mexico,Import,360,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/import/cub/show/all/2014/,The Observatory of Economic Complexity,,-145.7,CUB,MEX,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,77150,5
Cyprus,Greece,Export,499,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/export/cyp/show/all/2014/,The Observatory of Economic Complexity,,-184,CYP,GRC,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,19560,1
Cyprus,Israel,Export,398,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/export/cyp/show/all/2014/,The Observatory of Economic Complexity,,-184,CYP,ISR,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,19560,2
Cyprus,United Kingdom,Export,283,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/export/cyp/show/all/2014/,The Observatory of Economic Complexity,,-184,CYP,GBR,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,19560,3
Cyprus,Poland,Export,263,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/export/cyp/show/all/2014/,The Observatory of Economic Complexity,,-184,CYP,POL,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,19560,4
Cyprus,South Korea,Export,160,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/export/cyp/show/all/2014/,The Observatory of Economic Complexity,,-184,CYP,KOR,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,19560,5
Cyprus,Greece,Import,"1,620",USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/import/cyp/show/all/2014/,The Observatory of Economic Complexity,,-184,CYP,GRC,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,19560,1
Cyprus,Israel,Import,637,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/import/cyp/show/all/2014/,The Observatory of Economic Complexity,,-184,CYP,ISR,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,19560,2
Cyprus,Russia,Import,594,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/import/cyp/show/all/2014/,The Observatory of Economic Complexity,,-184,CYP,RUS,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,19560,3
Cyprus,Germany,Import,572,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/import/cyp/show/all/2014/,The Observatory of Economic Complexity,,-184,CYP,DEU,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,19560,4
Cyprus,United Kingdom,Import,520,USD (million),2014,http://atlas.media.mit.edu/en/visualize/tree_map/hs07/import/cyp/show/all/2014/,The Observatory of Economic Complexity,,-184,CYP,GBR,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,19560,5
Czech Republic,Germany,Export,"50,567",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cze,World Integrated Trade Solution,,2976,CZE,DEU,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,185156,1
Czech Republic,Slovakia,Export,"14,146",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cze,World Integrated Trade Solution,,2976,CZE,SVK,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,185156,2
Czech Republic,Poland,Export,"9,229",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cze,World Integrated Trade Solution,,2976,CZE,POL,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,185156,3
Czech Republic,United Kingdom,Export,"8,372",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cze,World Integrated Trade Solution,,2976,CZE,GBR,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,185156,4
Czech Republic,France,Export,"8,045",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cze,World Integrated Trade Solution,,2976,CZE,FRA,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,185156,5
Czech Republic,Germany,Import,"36,565",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cze,World Integrated Trade Solution,,2976,CZE,DEU,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,185156,1
Czech Republic,China,Import,"18,998",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cze,World Integrated Trade Solution,,2976,CZE,CHN,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,185156,2
Czech Republic,Poland,Import,"11,160",USD (million),2015,http://wits.worldbank.org/Countrysnapshot/en/cze,World Integrated Trade Solution,,2976,CZE,POL,https://www.cia.gov/library/publications/the-world-factbook/rankorder/2187rank.html,CIA World Factbook,185156,3
